Model Year,Vehicle Manufacturer Name,Veh Mfr Code,Represented Test Veh Make,Represented Test Veh Model,Test Vehicle ID,Test Veh Configuration #,Test Veh Displacement (L),Actual Tested Testgroup,Vehicle Type,Rated Horsepower,# of Cylinders and Rotors,Engine Code,Tested Transmission Type Code,Tested Transmission Type,# of Gears,Transmission Lockup?,Drive System Code,Drive System Description,Transmission Overdrive Code,Transmission Overdrive Desc,Equivalent Test Weight (lbs.),Axle Ratio,N/V Ratio,Shift Indicator Light Use Cd,Shift Indicator Light Use Desc,Test Number,Test Originator,Analytically Derived FE?,ADFE Test Number,ADFE Total Road Load HP,ADFE Equiv. Test Weight (lbs.),ADFE N/V Ratio,Test Procedure Cd,Test Procedure Description,Test Fuel Type Cd,Test Fuel Type Description,Test Category,THC (g/mi),CO (g/mi),CO2 (g/mi),NOx (g/mi),PM (g/mi),CH4 (g/mi),N2O (g/mi),RND_ADJ_FE,FE_UNIT,FE Bag 1,FE Bag 2,FE Bag 3,FE Bag 4,DT-Inertia Work Ratio Rating,DT-Absolute Speed Change Ratg,DT-Energy Economy Rating,Target Coef A (lbf),Target Coef B (lbf/mph),Target Coef C (lbf/mph**2),Set Coef A (lbf),Set Coef B (lbf/mph),Set Coef C (lbf/mph**2),Aftertreatment Device Cd,Aftertreatment Device Desc,Police - Emergency Vehicle?,Averaging Group ID,Averaging Weighting Factor,Averaging Method Cd,Averging Method Desc
2020,Mitsubishi Motors Co,MTX,MITSUBISHI,OUTLANDER PHEV,EB18-RH41,2,1.998,JMTXT02.0H3M,Truck,117,4.0,20DT-UEN,A,Automatic,1,Y,A,All Wheel Drive,1,No gear ratio < 1,4750,3.43,43.2,1,Not eqipped,JMTX10047860,MFR,No,,,,,90,US06,61,Tier 2 Cert Gasoline,US06,0.00365,3.38862,342.05291,0.00111,,,,25.5,MPG,15.9382,30.7426,,,-2.96,-1.39,0.13,36.737,0.41298,0.022519,-3.37,0.1726,0.02183,TWC,Three-way catalyst,N,,,N,No averaging
2020,Mitsubishi Motors Co,MTX,MITSUBISHI,OUTLANDER PHEV,EB18-RH41,2,1.998,JMTXT02.0H3M,Truck,117,4.0,20DT-UEN,A,Automatic,1,Y,A,All Wheel Drive,1,No gear ratio < 1,4750,3.43,43.2,1,Not eqipped,JMTX10047862,MFR,No,,,,,95,SC03,61,Tier 2 Cert Gasoline,SC03,0.00156,0.23301,356.46017,0.00153,,,,24.8,MPG,,,,,2.11,2.42,1.52,36.737,0.41298,0.022519,-3.37,0.1726,0.02183,TWC,Three-way catalyst,N,,,N,No averaging
2020,Mitsubishi Motors Co,MTX,MITSUBISHI,OUTLANDER PHEV,EB18-RH41,3,1.998,JMTXT02.0H3M,Truck,117,4.0,20DT-UEN,A,Automatic,1,Y,A,All Wheel Drive,1,No gear ratio < 1,4750,3.43,43.2,1,Not eqipped,JMTX10047879,MFR,No,,,,,81,Charge Depleting UDDS,62,Electricity,CD,,,,,,,,111.7,MPG,,,,,,,,36.737,0.41298,0.022519,-3.37,0.1726,0.02183,TWC,Three-way catalyst,N,,,N,No averaging
2020,Mitsubishi Motors Co,MTX,MITSUBISHI,OUTLANDER PHEV,EB18-RH41,3,1.998,JMTXT02.0H3M,Truck,117,4.0,20DT-UEN,A,Automatic,1,Y,A,All Wheel Drive,1,No gear ratio < 1,4750,3.43,43.2,1,Not eqipped,JMTX10047902,MFR,No,,,,,84,Charge Depleting Highway,62,Electricity,CD,,,,,,,,108.0,MPG,,,,,,,,36.737,0.41298,0.022519,-3.37,0.1726,0.02183,TWC,Three-way catalyst,N,,,N,No averaging
2020,Mitsubishi Motors Co,MTX,MITSUBISHI,OUTLANDER SPORT 2WD,EB19-ZA5A,1,1.998,KMTXT02.4G5P,Truck,148,4.0,20DE-VEN,SCV,Selectable Continuously Variable (e.g. CVT with paddles),6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3500,6.03,28.8,1,Not eqipped,KMTX10050898,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.02221,0.27892,281.1288,0.00621,,0.00367,0.00093,31.3,MPG,29.3011,31.2857,33.1374,,0.48,0.39,-0.14,36.881,-0.13134,0.026482,14.95,-0.108,0.02498,TWC,Three-way catalyst,N,,,N,No averaging
2020,Mitsubishi Motors Co,MTX,MITSUBISHI,OUTLANDER SPORT 2WD,EB19-ZA5A,1,1.998,KMTXT02.4G5P,Truck,148,4.0,20DE-VEN,SCV,Selectable Continuously Variable (e.g. CVT with paddles),6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3500,6.03,28.8,1,Not eqipped,KMTX10050899,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.00502,0.15453,204.76113,0.00071,,0.00163,,43.0,MPG,,,,,1.88,1.18,-0.56,36.881,-0.13134,0.026482,14.95,-0.108,0.02498,TWC,Three-way catalyst,N,,,N,No averaging
2020,Mitsubishi Motors Co,MTX,MITSUBISHI,OUTLANDER SPORT 2WD,EB19-ZB6B,3,2.359,KMTXT02.4G5P,Truck,168,4.0,24DA-VEN,SCV,Selectable Continuously Variable (e.g. CVT with paddles),6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3500,6.03,28.8,1,Not eqipped,KMTX10050773,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.01672,0.18244,211.11439,0.00049,,0.0042,,41.7,MPG,,,,,2.85,1.85,-0.4,43.333,-0.17829,0.02671,20.17,-0.2326,0.02561,TWC,Three-way catalyst,N,,,N,No averaging
2020,Mitsubishi Motors Co,MTX,MITSUBISHI,OUTLANDER SPORT 2WD,EB19-ZB6B,3,2.359,KMTXT02.4G5P,Truck,168,4.0,24DA-VEN,SCV,Selectable Continuously Variable (e.g. CVT with paddles),6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3500,6.03,28.8,1,Not eqipped,KMTX91003733,EPA,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0248065,0.2956468,287.7146301,0.0082208,,0.0035902,0.0017355,30.9,MPG,29.7013588,30.1519623,33.4553947,,0.8893543,0.5072731,0.3251916,43.333,-0.17829,0.02671,20.17,-0.2326,0.02561,TWC,Three-way catalyst,N,,,N,No averaging
2020,Mitsubishi Motors Co,MTX,MITSUBISHI,OUTLANDER SPORT 4WD,EB19-ZA5A,0,1.998,KMTXT02.4G5P,Truck,148,4.0,20DE-VEN,SCV,Selectable Continuously Variable (e.g. CVT with paddles),6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3625,6.03,28.8,1,Not eqipped,KMTX10050897,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.02326,0.30565,292.99844,0.00578,,0.00343,0.00087,30.1,MPG,28.521,29.8041,31.8266,,0.21,-0.32,-0.59,38.961,0.0074,0.02484,15.54,0.0647,0.02311,TWC,Three-way catalyst,N,,,N,No averaging
2020,Mitsubishi Motors Co,MTX,MITSUBISHI,OUTLANDER SPORT 4WD,EB19-ZA5A,0,1.998,KMTXT02.4G5P,Truck,148,4.0,20DE-VEN,SCV,Selectable Continuously Variable (e.g. CVT with paddles),6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3625,6.03,28.8,1,Not eqipped,KMTX10050900,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0022,0.21777,213.95509,0.00046,,0.00094,,41.2,MPG,,,,,0.38,0.39,-0.94,38.961,0.0074,0.02484,15.54,0.0647,0.02311,TWC,Three-way catalyst,N,,,N,No averaging
2020,Mitsubishi Motors Co,MTX,MITSUBISHI,OUTLANDER SPORT 4WD,EB19-ZB6B,2,2.359,KMTXT02.4G5P,Truck,168,4.0,24DA-VEN,SCV,Selectable Continuously Variable (e.g. CVT with paddles),6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3625,6.03,28.8,1,Not eqipped,KMTX10050765,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.01989,0.20611,216.69823,0.00087,,0.00462,,40.7,MPG,,,,,3.53,2.26,-0.44,41.68,-0.00506,0.025259,18.62,0.0061,0.02336,TWC,Three-way catalyst,N,,,N,No averaging
2020,Mitsubishi Motors Co,MTX,MITSUBISHI,OUTLANDER SPORT 4WD,EB19-ZB6B,2,2.359,KMTXT02.4G5P,Truck,168,4.0,24DA-VEN,SCV,Selectable Continuously Variable (e.g. CVT with paddles),6,Y,F,"2-Wheel Drive, Front",2,Top gear ratio < 1,3625,6.03,28.8,1,Not eqipped,KMTX10050896,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.01548,0.23418,299.35554,0.01235,,0.00347,0.00185,29.5,MPG,28.3951,28.8272,31.4958,,0.3,0.04,-0.66,41.68,-0.00506,0.025259,18.62,0.0061,0.02336,TWC,Three-way catalyst,N,,,N,No averaging
2020,Nissan,NSX,INFINITI,Q50,HREH66,0,3.0,JNSXV03.0NHA,Car,300,6.0,AV30DAA7,SA,Semi-Automatic,7,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,2.94,29.5,1,Not eqipped,JNSX10046143,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0119,0.22,355.0,0.0124,,0.0038,,25.1,MPG,,,,,1.96,1.16,0.67,30.78,0.6387,0.0118,13.46,0.1948,0.01542,TWC,Three-way catalyst,N,B,0.5,H,Harmonic averaging (1/(Sum(i=1 to n) (FET(i) / WT(i)))
2020,Nissan,NSX,INFINITI,Q50,HREH66,0,3.0,JNSXV03.0NHA,Car,300,6.0,AV30DAA7,SA,Semi-Automatic,7,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,2.94,29.5,1,Not eqipped,JNSX10046144,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.001,0.08,216.0,0.0033,,0.0004,,41.3,MPG,,,,,14.93,11.71,0.57,30.78,0.6387,0.0118,13.46,0.1948,0.01542,TWC,Three-way catalyst,N,A,0.5,H,Harmonic averaging (1/(Sum(i=1 to n) (FET(i) / WT(i)))
2020,Nissan,NSX,INFINITI,Q50,HREH66,1,3.0,JNSXV03.0NHA,Car,300,6.0,AV30DAA7,SA,Semi-Automatic,7,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,2.94,29.5,1,Not eqipped,JNSX10046145,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0147,0.27,358.0,0.0113,,0.0048,,24.9,MPG,,,,,3.71,2.23,1.67,30.78,0.6387,0.0118,13.46,0.1948,0.01542,TWC,Three-way catalyst,N,B,0.5,H,Harmonic averaging (1/(Sum(i=1 to n) (FET(i) / WT(i)))
2020,Nissan,NSX,INFINITI,Q50,HREH66,1,3.0,JNSXV03.0NHA,Car,300,6.0,AV30DAA7,SA,Semi-Automatic,7,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,2.94,29.5,1,Not eqipped,JNSX10046146,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0041,0.07,218.0,0.0051,,0.0027,,40.9,MPG,,,,,20.5,15.8,2.27,30.78,0.6387,0.0118,13.46,0.1948,0.01542,TWC,Three-way catalyst,N,A,0.5,H,Harmonic averaging (1/(Sum(i=1 to n) (FET(i) / WT(i)))
2020,Nissan,NSX,INFINITI,Q50 AWD,HREH68,0,3.0,JNSXV03.0NHA,Car,300,6.0,AV30DAA7,SA,Semi-Automatic,7,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4250,2.94,29.5,1,Not eqipped,JNSX10046135,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0141,0.31,375.0,0.0118,,0.0043,,23.7,MPG,,,,,1.2,0.81,0.63,37.38,0.7963,0.01134,17.71,0.3677,0.01435,TWC,Three-way catalyst,N,G,0.5,H,Harmonic averaging (1/(Sum(i=1 to n) (FET(i) / WT(i)))
2020,Nissan,NSX,INFINITI,Q50 AWD,HREH68,0,3.0,JNSXV03.0NHA,Car,300,6.0,AV30DAA7,SA,Semi-Automatic,7,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4250,2.94,29.5,1,Not eqipped,JNSX10046136,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.002,0.13,232.0,0.0039,,0.0012,,38.4,MPG,,,,,11.87,9.18,0.68,37.38,0.7963,0.01134,17.71,0.3677,0.01435,TWC,Three-way catalyst,N,H,0.5,H,Harmonic averaging (1/(Sum(i=1 to n) (FET(i) / WT(i)))
2020,Nissan,NSX,INFINITI,Q50 AWD,HREH68,1,3.0,JNSXV03.0NHA,Car,300,6.0,AV30DAA7,SA,Semi-Automatic,7,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4250,2.94,29.5,1,Not eqipped,JNSX10046137,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0145,0.24,374.0,0.0107,,0.0052,,23.8,MPG,,,,,1.89,0.98,0.88,37.38,0.7963,0.01134,17.71,0.3677,0.01435,TWC,Three-way catalyst,N,G,0.5,H,Harmonic averaging (1/(Sum(i=1 to n) (FET(i) / WT(i)))
2020,Nissan,NSX,INFINITI,Q50 AWD,HREH68,1,3.0,JNSXV03.0NHA,Car,300,6.0,AV30DAA7,SA,Semi-Automatic,7,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4250,2.94,29.5,1,Not eqipped,JNSX10046138,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0086,0.13,232.0,0.0057,,0.0052,,38.4,MPG,,,,,10.23,8.09,0.76,37.38,0.7963,0.01134,17.71,0.3677,0.01435,TWC,Three-way catalyst,N,H,0.5,H,Harmonic averaging (1/(Sum(i=1 to n) (FET(i) / WT(i)))
2020,Nissan,NSX,INFINITI,Q50 AWD,HREH69,0,3.0,JNSXV03.0NHA,Car,300,6.0,AV30DAA8,SA,Semi-Automatic,7,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4250,2.94,29.4,1,Not eqipped,JNSX10046139,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.012,0.15,375.0,0.0187,,0.0045,,23.8,MPG,,,,,0.47,0.33,0.75,38.03,0.8102,0.01184,18.73,0.4264,0.01462,TWC,Three-way catalyst,N,L,0.5,H,Harmonic averaging (1/(Sum(i=1 to n) (FET(i) / WT(i)))
2020,Nissan,NSX,INFINITI,Q50 AWD,HREH69,0,3.0,JNSXV03.0NHA,Car,300,6.0,AV30DAA8,SA,Semi-Automatic,7,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4250,2.94,29.4,1,Not eqipped,JNSX10046140,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.004,0.12,237.0,0.0056,,0.0029,,37.6,MPG,,,,,3.3,2.41,-0.02,38.03,0.8102,0.01184,18.73,0.4264,0.01462,TWC,Three-way catalyst,N,K,0.5,H,Harmonic averaging (1/(Sum(i=1 to n) (FET(i) / WT(i)))
2020,Nissan,NSX,INFINITI,Q50 AWD,HREH69,1,3.0,JNSXV03.0NHA,Car,300,6.0,AV30DAA8,SA,Semi-Automatic,7,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4250,2.94,29.4,1,Not eqipped,JNSX10046141,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0138,0.19,373.0,0.0167,,0.0054,,23.9,MPG,,,,,0.67,0.31,0.91,38.03,0.8102,0.01184,18.73,0.4264,0.01462,TWC,Three-way catalyst,N,L,0.5,H,Harmonic averaging (1/(Sum(i=1 to n) (FET(i) / WT(i)))
2020,Nissan,NSX,INFINITI,Q50 AWD,HREH69,1,3.0,JNSXV03.0NHA,Car,300,6.0,AV30DAA8,SA,Semi-Automatic,7,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4250,2.94,29.4,1,Not eqipped,JNSX10046142,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0083,0.17,236.0,0.0065,,0.0052,,37.7,MPG,,,,,2.81,2.17,-0.11,38.03,0.8102,0.01184,18.73,0.4264,0.01462,TWC,Three-way catalyst,N,K,0.5,H,Harmonic averaging (1/(Sum(i=1 to n) (FET(i) / WT(i)))
2020,Nissan,NSX,INFINITI,Q50 AWD RED SPORT,HREH71,4,3.0,JNSXV03.0NHA,Car,400,6.0,AV30DAA6,SA,Semi-Automatic,7,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4250,3.13,31.3,1,Not eqipped,JNSX10046119,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0207,0.38,359.0,0.0161,,0.008,,24.8,MPG,,,,,0.86,0.35,1.02,38.11,0.8118,0.01183,15.48,0.4398,0.01436,TWC,Three-way catalyst,N,C,0.5,H,Harmonic averaging (1/(Sum(i=1 to n) (FET(i) / WT(i)))
2020,Nissan,NSX,INFINITI,Q50 AWD RED SPORT,HREH71,4,3.0,JNSXV03.0NHA,Car,400,6.0,AV30DAA6,SA,Semi-Automatic,7,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4250,3.13,31.3,1,Not eqipped,JNSX10046120,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0041,0.17,241.0,0.0051,,0.0029,,37.0,MPG,,,,,9.65,7.02,0.67,38.11,0.8118,0.01183,15.48,0.4398,0.01436,TWC,Three-way catalyst,N,D,0.5,H,Harmonic averaging (1/(Sum(i=1 to n) (FET(i) / WT(i)))
2020,Nissan,NSX,INFINITI,Q50 AWD RED SPORT,HREH71,5,3.0,JNSXV03.0NHA,Car,400,6.0,AV30DAA6,SA,Semi-Automatic,7,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4250,3.13,31.3,1,Not eqipped,JNSX10046127,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0184,0.31,367.0,0.0122,,0.0075,,24.2,MPG,,,,,0.93,0.62,1.07,38.11,0.8118,0.01183,15.48,0.4398,0.01436,TWC,Three-way catalyst,N,C,0.5,H,Harmonic averaging (1/(Sum(i=1 to n) (FET(i) / WT(i)))
2020,Nissan,NSX,INFINITI,Q50 AWD RED SPORT,HREH71,5,3.0,JNSXV03.0NHA,Car,400,6.0,AV30DAA6,SA,Semi-Automatic,7,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4250,3.13,31.3,1,Not eqipped,JNSX10046128,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0114,0.2,243.0,0.0063,,0.0076,,36.6,MPG,,,,,10.62,7.89,0.77,38.11,0.8118,0.01183,15.48,0.4398,0.01436,TWC,Three-way catalyst,N,D,0.5,H,Harmonic averaging (1/(Sum(i=1 to n) (FET(i) / WT(i)))
2020,Nissan,NSX,INFINITI,Q50 RED SPORT,HREH70,0,3.0,JNSXV03.0NHA,Car,400,6.0,AV30DAA6,SA,Semi-Automatic,7,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4250,3.13,31.8,1,Not eqipped,JNSX10046149,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0114,0.29,359.0,0.0083,,0.0048,,24.8,MPG,,,,,-1.04,-0.96,0.25,37.61,0.7842,0.0121,17.67,0.3903,0.01482,TWC,Three-way catalyst,N,B,0.5,H,Harmonic averaging (1/(Sum(i=1 to n) (FET(i) / WT(i)))
2020,Nissan,NSX,INFINITI,Q50 RED SPORT,HREH70,0,3.0,JNSXV03.0NHA,Car,400,6.0,AV30DAA6,SA,Semi-Automatic,7,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4250,3.13,31.8,1,Not eqipped,JNSX10046150,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0041,0.12,241.0,0.0053,,0.0031,,36.9,MPG,,,,,4.6,3.51,0.39,37.61,0.7842,0.0121,17.67,0.3903,0.01482,TWC,Three-way catalyst,N,A,0.5,H,Harmonic averaging (1/(Sum(i=1 to n) (FET(i) / WT(i)))
2020,Nissan,NSX,INFINITI,Q50 RED SPORT,HREH70,1,3.0,JNSXV03.0NHA,Car,400,6.0,AV30DAA6,SA,Semi-Automatic,7,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4250,3.13,31.8,1,Not eqipped,JNSX10046147,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0141,0.32,365.0,0.0117,,0.0054,,24.4,MPG,,,,,1.22,0.79,1.26,37.61,0.7842,0.0121,17.67,0.3903,0.01482,TWC,Three-way catalyst,N,B,0.5,H,Harmonic averaging (1/(Sum(i=1 to n) (FET(i) / WT(i)))
2020,Nissan,NSX,INFINITI,Q50 RED SPORT,HREH70,1,3.0,JNSXV03.0NHA,Car,400,6.0,AV30DAA6,SA,Semi-Automatic,7,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4250,3.13,31.8,1,Not eqipped,JNSX10046148,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0093,0.16,241.0,0.0092,,0.0066,,37.0,MPG,,,,,5.95,4.78,0.33,37.61,0.7842,0.0121,17.67,0.3903,0.01482,TWC,Three-way catalyst,N,A,0.5,H,Harmonic averaging (1/(Sum(i=1 to n) (FET(i) / WT(i)))
2020,Nissan,NSX,INFINITI,Q60,HTC016,4,3.0,JNSXV03.0NHA,Car,300,6.0,AV30DAA7,SA,Semi-Automatic,7,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4250,2.94,29.1,1,Not eqipped,JNSX10046833,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0137,0.24,365.0,0.0135,,0.0063,,24.4,MPG,,,,,0.12,-0.16,0.32,37.38,0.4331,0.01545,20.58,-0.0762,0.01998,TWC,Three-way catalyst,N,C,0.5,H,Harmonic averaging (1/(Sum(i=1 to n) (FET(i) / WT(i)))
2020,Nissan,NSX,INFINITI,Q60,HTC016,4,3.0,JNSXV03.0NHA,Car,300,6.0,AV30DAA7,SA,Semi-Automatic,7,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4250,2.94,29.1,1,Not eqipped,JNSX10048683,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0026,0.09,224.0,0.0048,,0.0016,,39.8,MPG,,,,,3.07,2.45,-0.28,37.38,0.4331,0.01545,20.58,-0.0762,0.01998,TWC,Three-way catalyst,N,D,0.5,H,Harmonic averaging (1/(Sum(i=1 to n) (FET(i) / WT(i)))
2020,Nissan,NSX,INFINITI,Q60,HTC016,5,3.0,JNSXV03.0NHA,Car,300,6.0,AV30DAA7,SA,Semi-Automatic,7,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4250,2.94,29.1,1,Not eqipped,JNSX10046839,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0127,0.22,367.0,0.0227,,0.0056,,24.3,MPG,,,,,0.39,0.2,0.98,37.38,0.4331,0.01545,20.58,-0.0762,0.01998,TWC,Three-way catalyst,N,C,0.5,H,Harmonic averaging (1/(Sum(i=1 to n) (FET(i) / WT(i)))
2020,Nissan,NSX,INFINITI,Q60,HTC016,5,3.0,JNSXV03.0NHA,Car,300,6.0,AV30DAA7,SA,Semi-Automatic,7,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4250,2.94,29.1,1,Not eqipped,JNSX10046840,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.013,0.15,224.0,0.0084,,0.0078,,39.7,MPG,,,,,4.85,3.74,-0.18,37.38,0.4331,0.01545,20.58,-0.0762,0.01998,TWC,Three-way catalyst,N,D,0.5,H,Harmonic averaging (1/(Sum(i=1 to n) (FET(i) / WT(i)))
2020,Nissan,NSX,INFINITI,Q60 AWD,HTC017,4,3.0,JNSXV03.0NHA,Car,300,6.0,AV30DAA7,SA,Semi-Automatic,7,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4250,2.94,29.1,1,Not eqipped,JNSX10046819,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0138,0.21,378.0,0.0138,,0.0064,,23.6,MPG,,,,,0.6,0.45,0.22,41.18,0.5336,0.01503,21.0,0.0396,0.01872,TWC,Three-way catalyst,N,A,0.5,H,Harmonic averaging (1/(Sum(i=1 to n) (FET(i) / WT(i)))
2020,Nissan,NSX,INFINITI,Q60 AWD,HTC017,4,3.0,JNSXV03.0NHA,Car,300,6.0,AV30DAA7,SA,Semi-Automatic,7,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4250,2.94,29.1,1,Not eqipped,JNSX10046820,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0104,0.11,232.0,0.0076,,0.0052,,38.4,MPG,,,,,0.13,0.0,-0.35,41.18,0.5336,0.01503,21.0,0.0396,0.01872,TWC,Three-way catalyst,N,B,0.5,H,Harmonic averaging (1/(Sum(i=1 to n) (FET(i) / WT(i)))
2020,Nissan,NSX,INFINITI,Q60 AWD,HTC017,5,3.0,JNSXV03.0NHA,Car,300,6.0,AV30DAA7,SA,Semi-Automatic,7,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4250,2.94,29.1,1,Not eqipped,JNSX10046813,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0122,0.19,378.0,0.0126,,0.0048,,23.6,MPG,,,,,0.42,0.21,0.63,41.18,0.5336,0.01503,21.0,0.0396,0.01872,TWC,Three-way catalyst,N,A,0.5,H,Harmonic averaging (1/(Sum(i=1 to n) (FET(i) / WT(i)))
2020,Nissan,NSX,INFINITI,Q60 AWD,HTC017,5,3.0,JNSXV03.0NHA,Car,300,6.0,AV30DAA7,SA,Semi-Automatic,7,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4250,2.94,29.1,1,Not eqipped,JNSX10046818,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.008,0.12,233.0,0.004,,0.0044,,38.2,MPG,,,,,3.1,2.55,0.04,41.18,0.5336,0.01503,21.0,0.0396,0.01872,TWC,Three-way catalyst,N,B,0.5,H,Harmonic averaging (1/(Sum(i=1 to n) (FET(i) / WT(i)))
2020,Nissan,NSX,INFINITI,Q60 AWD RED SPORT,HTC019,2,3.0,JNSXV03.0NHA,Car,400,6.0,AV30DAA6,SA,Semi-Automatic,7,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4250,3.13,31.0,1,Not eqipped,JNSX10046821,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0145,0.32,377.0,0.0235,,0.0067,,23.6,MPG,,,,,3.49,2.26,1.93,42.51,0.549,0.01527,16.17,0.2896,0.01645,TWC,Three-way catalyst,N,A,0.5,H,Harmonic averaging (1/(Sum(i=1 to n) (FET(i) / WT(i)))
