Model Year,Vehicle Manufacturer Name,Veh Mfr Code,Represented Test Veh Make,Represented Test Veh Model,Test Vehicle ID,Test Veh Configuration #,Test Veh Displacement (L),Actual Tested Testgroup,Vehicle Type,Rated Horsepower,# of Cylinders and Rotors,Engine Code,Tested Transmission Type Code,Tested Transmission Type,# of Gears,Transmission Lockup?,Drive System Code,Drive System Description,Transmission Overdrive Code,Transmission Overdrive Desc,Equivalent Test Weight (lbs.),Axle Ratio,N/V Ratio,Shift Indicator Light Use Cd,Shift Indicator Light Use Desc,Test Number,Test Originator,Analytically Derived FE?,ADFE Test Number,ADFE Total Road Load HP,ADFE Equiv. Test Weight (lbs.),ADFE N/V Ratio,Test Procedure Cd,Test Procedure Description,Test Fuel Type Cd,Test Fuel Type Description,Test Category,THC (g/mi),CO (g/mi),CO2 (g/mi),NOx (g/mi),PM (g/mi),CH4 (g/mi),N2O (g/mi),RND_ADJ_FE,FE_UNIT,FE Bag 1,FE Bag 2,FE Bag 3,FE Bag 4,DT-Inertia Work Ratio Rating,DT-Absolute Speed Change Ratg,DT-Energy Economy Rating,Target Coef A (lbf),Target Coef B (lbf/mph),Target Coef C (lbf/mph**2),Set Coef A (lbf),Set Coef B (lbf/mph),Set Coef C (lbf/mph**2),Aftertreatment Device Cd,Aftertreatment Device Desc,Police - Emergency Vehicle?,Averaging Group ID,Averaging Weighting Factor,Averaging Method Cd,Averging Method Desc
2020,aston martin,ASX,Aston Martin,DB11,500TT5148,0,5.2,HASXV05.2AM5,Car,600,12.0,AE31/,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4500,2.7,22.2,1,Not eqipped,HASX10045047,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0247,0.418,466.87,0.0249,,0.0076,0.0045,18.8,MPG,17.839,17.985,21.635,,-2.53,-1.73,-1.71,40.94,0.0169,0.0271,6.81,0.0807,0.0245,TWC,Three-way catalyst,N,,,N,No averaging
2020,aston martin,ASX,Aston Martin,DB11,500TT5148,0,5.2,HASXV05.2AM5,Car,600,12.0,AE31/,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4500,2.7,22.2,1,Not eqipped,HASX10045048,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.001155,0.067334,285.0,0.011,,,,30.9,MPG,,,,,1.36,0.44,-0.59,40.94,0.0169,0.0271,6.81,0.0807,0.0245,TWC,Three-way catalyst,N,,,N,No averaging
2020,aston martin,ASX,Aston Martin,DB11 V8,562TT5348,0,4.0,JASXV04.0AES,Car,503,8.0,177950,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4500,2.7,22.2,1,Not eqipped,JASX10050824,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0265,0.07,386.66,0.029,,0.0054,0.0064,22.7,MPG,22.7357,21.7727,24.8773,,-11.99,-9.26,-7.71,40.94,0.0169,0.0271,11.26,0.0919,0.0251,TWC,Three-way catalyst,N,,,N,No averaging
2020,aston martin,ASX,Aston Martin,DB11 V8,562TT5348,0,4.0,JASXV04.0AES,Car,503,8.0,177950,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4500,2.7,22.2,1,Not eqipped,JASX10050825,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0005,0.03,259.74,0.002,,,,33.8,MPG,,,,,-3.64,-3.21,-0.96,40.94,0.0169,0.0271,11.26,0.0919,0.0251,TWC,Three-way catalyst,N,,,N,No averaging
2020,aston martin,ASX,Aston Martin,DBS,7002PT7056,0,5.2,KASXV05.2AM5,Car,715,12.0,AE31/,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4500,2.93,23.0,1,Not eqipped,KASX10055440,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0422,0.9848,499.69,0.0262,,0.0109,0.0,17.7,MPG,16.9255,16.7052,20.9239,,-0.95,-0.56,-0.58,40.94,0.0169,0.0271,6.81,0.0807,0.0245,TWC,Three-way catalyst,N,,,N,No averaging
2020,aston martin,ASX,Aston Martin,DBS,7002PT7056,0,5.2,KASXV05.2AM5,Car,715,12.0,AE31/,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4500,2.93,23.0,1,Not eqipped,KASX10055442,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0,0.0425,290.25,0.007,,,,30.6,MPG,,,,,-2.45,-2.15,-0.08,40.94,0.0169,0.0271,6.81,0.0807,0.0245,TWC,Three-way catalyst,N,,,N,No averaging
2020,aston martin,ASX,Aston Martin,Vantage Manual,6031PT6102,0,4.0,LASXV04.0AES,Car,503,8.0,177950,M,Manual,7,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,3875,3.73,31.0,1,Not eqipped,LASX10061354,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0283,0.6,516.29,0.022,0.0004,0.00725,0.0034,17.4,MPG,17.5438,15.8532,19.6969,,0.68,-0.56,-0.29,49.58,0.4994,0.0191,30.71,0.2662,0.0201,TWC,Three-way catalyst,N,,,N,No averaging
2020,aston martin,ASX,Aston Martin,Vantage Manual,6031PT6102,0,4.0,LASXV04.0AES,Car,503,8.0,177950,M,Manual,7,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,3875,3.73,31.0,1,Not eqipped,LASX10061355,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.00889,0.46,306.15,0.0041,,,,29.3,MPG,,,,,6.09,4.49,-0.51,49.58,0.4994,0.0191,30.71,0.2662,0.0201,TWC,Three-way catalyst,N,,,N,No averaging
2020,aston martin,ASX,Aston Martin,Vantage V8,600TT6106,0,4.0,KASXV04.0AES,Car,503,8.0,177950,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,2.93,24.1,1,Not eqipped,KASX10053280,MFR,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0261,0.16,393.76,0.015,0.00041,0.00616,0.0064,22.5,MPG,22.061,21.5655,25.1975,,-6.56,-5.31,-2.55,40.94,0.0169,0.0271,9.21,0.0729,0.0242,TWC,Three-way catalyst,N,,,N,No averaging
2020,aston martin,ASX,Aston Martin,Vantage V8,600TT6106,0,4.0,KASXV04.0AES,Car,503,8.0,177950,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,2.93,24.1,1,Not eqipped,KASX10053301,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0085,0.08,259.04,0.044,,0.0029,,34.3,MPG,,,,,-9.42,-8.17,-2.17,40.94,0.0169,0.0271,9.21,0.0729,0.0242,TWC,Three-way catalyst,N,,,N,No averaging
2020,BMW,BMX,BMW,228i xDrive Gran Coupe,7D46114,0,2.0,LBMXJ02.0B4X,Both,228,4.0,B46A20O1F44X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,3875,2.95,27.4,1,Not eqipped,LBMX10062748,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0073892,0.1843343,296.4722894,0.0048707,,0.0011585,0.0008847,29.7,MPG,27.8056412,29.782452,30.7947359,,0.824719,0.6517522,-0.5508383,41.3,-0.105,0.01965,0.3,0.092,0.01693,TWC,Three-way catalyst,N,,,N,No averaging
2020,BMW,BMX,BMW,228i xDrive Gran Coupe,7D46114,0,2.0,LBMXJ02.0B4X,Both,228,4.0,B46A20O1F44X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,3875,2.95,27.4,1,Not eqipped,LBMX10062749,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0004115,0.0010223,182.9377615,0.0036324,,3.95e-05,,48.0,MPG,,,,,-0.945823,-1.465584,-1.1639887,41.3,-0.105,0.01965,0.3,0.092,0.01693,TWC,Three-way catalyst,N,,,N,No averaging
2020,BMW,BMX,BMW,228i xDrive Gran Coupe,7D46114,1,2.0,LBMXJ02.0B4X,Both,228,4.0,B46A20O1F44X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,3875,2.95,27.4,1,Not eqipped,LBMX10062750,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0005331,0.0,194.3658064,0.0048682,,0.000219,,45.3,MPG,,,,,0.874501,0.924156,-0.8169575,52.5,-0.08,0.01968,12.4,0.059,0.01711,TWC,Three-way catalyst,N,,,N,No averaging
2020,BMW,BMX,BMW,228i xDrive Gran Coupe,7D46114,1,2.0,LBMXJ02.0B4X,Both,228,4.0,B46A20O1F44X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,3875,2.95,27.4,1,Not eqipped,LBMX10062751,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0070675,0.1985082,302.3054144,0.0092353,,0.0011716,0.0010109,29.1,MPG,27.5270691,29.0937158,30.1670278,,-0.8093587,-0.4956958,-0.6234334,52.5,-0.08,0.01968,12.4,0.059,0.01711,TWC,Three-way catalyst,N,,,N,No averaging
2020,BMW,BMX,BMW,230i Convertible,V646702,0,2.0,HBMXV02.0B4X,Car,248,4.0,2.0-B46-F23,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,2.81,25.2,1,Not eqipped,HBMX10043924,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.00092,0.0829,195.26,0.0019,,0.00066,,45.8,MPG,,,,,4.955,4.48,0.12,51.9,-0.199,0.02188,21.0,0.255,0.01612,TWC,Three-way catalyst,N,,,N,No averaging
2020,BMW,BMX,BMW,230i Convertible,V646702,0,2.0,HBMXV02.0B4X,Car,248,4.0,2.0-B46-F23,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,2.81,25.2,1,Not eqipped,HBMX10044021,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.00319,0.1754,293.74,0.0047,,0.00068,0.0019,30.3,MPG,29.2,30.8,30.5,,0.391,-0.04,-0.551,51.9,-0.199,0.02188,21.0,0.255,0.01612,TWC,Three-way catalyst,N,,,N,No averaging
2020,BMW,BMX,BMW,230i Convertible,V646702,1,2.0,HBMXV02.0B4X,Car,248,4.0,2.0-B46-F23,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,2.81,25.2,1,Not eqipped,HBMX91003278,EPA,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0035087,0.454953,311.4590798,0.0065743,,0.0011827,,28.6,MPG,28.0684385,28.0578049,29.8209286,,-0.285114,-0.210091,-0.883539,51.9,-0.199,0.02188,21.0,0.255,0.01612,TWC,Three-way catalyst,N,,,N,No averaging
2020,BMW,BMX,BMW,230i Convertible,V646702,1,2.0,HBMXV02.0B4X,Car,248,4.0,2.0-B46-F23,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,2.81,25.2,1,Not eqipped,HBMX91003279,EPA,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0,0.0224097,189.5904212,0.002859,,5.38e-05,,46.9,MPG,,,,,2.510575,1.793316,-0.286742,51.9,-0.199,0.02188,21.0,0.255,0.01612,TWC,Three-way catalyst,N,,,N,No averaging
2020,BMW,BMX,BMW,230i Convertible,V646702,2,2.0,HBMXV02.0B4X,Car,248,4.0,2.0-B46-F23,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,2.81,24.8,1,Not eqipped,HBMX10043921,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.00465,0.4268,285.88,0.0039,,0.00095,0.0012,31.1,MPG,30.0,31.1,32.1,,0.497,0.385,-0.373,47.9,-0.211,0.02189,15.5,0.279,0.01574,TWC,Three-way catalyst,N,,,N,No averaging
2020,BMW,BMX,BMW,230i Convertible,V646702,2,2.0,HBMXV02.0B4X,Car,248,4.0,2.0-B46-F23,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,2.81,24.8,1,Not eqipped,HBMX10043922,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.00014,0.0224,185.57,0.0026,,0.0,,48.0,MPG,,,,,0.917,0.668,-0.22,47.9,-0.211,0.02189,15.5,0.279,0.01574,TWC,Three-way catalyst,N,,,N,No averaging
2020,BMW,BMX,BMW,230i Convertible,V646702,3,2.0,HBMXV02.0B4X,Car,248,4.0,2.0-B46-F23,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,4000,2.81,24.8,1,Not eqipped,HBMX10043923,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.00484,0.286,306.3251,0.005,,0.0015,0.0011,29.1,MPG,27.7,28.7,31.0,,0.53,0.362,-0.898,47.9,-0.211,0.02189,15.5,0.279,0.01574,TWC,Three-way catalyst,N,,,N,No averaging
2020,BMW,BMX,BMW,230i Coupe,V635700,0,2.0,HBMXV02.0B4X,Car,248,4.0,2.0-B46-F22,M,Manual,6,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,3625,3.91,37.0,1,Not eqipped,HBMX91003240,EPA,No,,,,,21,Federal fuel 2-day exhaust (w/can load),61,Tier 2 Cert Gasoline,FTP,0.0049324,0.2337029,337.1654796,0.0051066,,0.0013344,,26.4,MPG,26.7075616,25.0330771,29.0473488,,2.001032,1.20638,0.726437,40.6,0.121,0.01743,25.0,-0.029,0.01756,TWC,Three-way catalyst,N,,,N,No averaging
2020,BMW,BMX,BMW,230i Coupe,V635700,0,2.0,HBMXV02.0B4X,Car,248,4.0,2.0-B46-F22,M,Manual,6,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,3625,3.91,37.0,1,Not eqipped,HBMX91003241,EPA,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0003896,0.0161873,192.9393758,0.0017963,,0.0003979,,46.1,MPG,,,,,3.001543,2.785468,0.209518,40.6,0.121,0.01743,25.0,-0.029,0.01756,TWC,Three-way catalyst,N,,,N,No averaging
2020,BMW,BMX,BMW,230i Coupe,V635700,1,2.0,HBMXV02.0B4X,Car,248,4.0,2.0-B46-F22,M,Manual,6,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,3625,3.91,36.5,1,Not eqipped,HBMX10043306,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.00398,0.183,329.23,0.0079,,0.00081,0.00044,26.9,MPG,27.3,25.3,29.8,,-3.712,-2.239,-2.111,36.9,0.111,0.01744,22.7,-0.06,0.01793,TWC,Three-way catalyst,N,,,N,No averaging
2020,BMW,BMX,BMW,230i Coupe,V635700,1,2.0,HBMXV02.0B4X,Car,248,4.0,2.0-B46-F22,M,Manual,6,N,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,3625,3.91,36.5,1,Not eqipped,HBMX10043308,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.00018,0.0165,188.88,0.0029,,0.0,,46.8,MPG,,,,,-3.093,-2.424,-0.322,36.9,0.111,0.01744,22.7,-0.06,0.01793,TWC,Three-way catalyst,N,,,N,No averaging
2020,BMW,BMX,BMW,230I COUPE,VD10025,0,2.0,LBMXJ02.0B4X,Both,248,4.0,2.0-B46-F22,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,3750,2.81,34.5,1,Not eqipped,LBMX10057588,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0036211,0.2281775,289.0898467,0.0068144,,0.0010576,0.0010242,30.5,MPG,28.0464575,31.2791035,31.1406545,,-0.802534,-0.5826892,-0.6575873,54.3,-0.279,0.0227,22.0,0.25,0.01619,TWC,Three-way catalyst,N,,,N,No averaging
2020,BMW,BMX,BMW,230I COUPE,VD10025,0,2.0,LBMXJ02.0B4X,Both,248,4.0,2.0-B46-F22,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,3750,2.81,34.5,1,Not eqipped,LBMX10057622,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0,0.0108045,191.8092999,0.0028706,,0.0,,46.0,MPG,,,,,-0.868805,-0.6277688,-0.211526,54.3,-0.279,0.0227,22.0,0.25,0.01619,TWC,Three-way catalyst,N,,,N,No averaging
2020,BMW,BMX,BMW,230I COUPE,VD10025,1,2.0,LBMXJ02.0B4X,Both,248,4.0,2.0-B46-F22,SA,Semi-Automatic,8,Y,R,"2-Wheel Drive, Rear",2,Top gear ratio < 1,3750,2.81,34.5,1,Not eqipped,LBMX10057624,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0065392,0.3559618,306.7343676,0.00675,,0.0021827,0.0009941,28.7,MPG,27.6551775,28.5459022,29.9351006,,0.7870512,0.5892195,-0.9663001,54.3,-0.279,0.0227,22.0,0.25,0.01619,TWC,Three-way catalyst,N,,,N,No averaging
2020,BMW,BMX,BMW,230I XDRIVE CONVERTIBLE,VD42012,0,2.0,LBMXJ02.0B4X,Both,248,4.0,2.0-B46-F23X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,4250,2.81,24.8,1,Not eqipped,LBMX10057649,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0043628,0.3962343,348.3918656,0.0038294,,0.0010616,0.0013241,25.3,MPG,23.9142454,25.254745,26.5419385,,2.672131,1.675103,0.4254139,65.6,-0.447,0.02364,11.2,-0.06,0.02035,TWC,Three-way catalyst,N,,,N,No averaging
2020,BMW,BMX,BMW,230I XDRIVE CONVERTIBLE,VD42012,0,2.0,LBMXJ02.0B4X,Both,248,4.0,2.0-B46-F23X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,4250,2.81,24.8,1,Not eqipped,LBMX10057901,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0066871,0.3180505,331.0131394,0.0045083,,0.0015478,0.0012264,26.6,MPG,24.1631378,27.6543507,26.8619892,,3.709587,2.290399,0.2495707,65.6,-0.447,0.02364,11.2,-0.06,0.02035,TWC,Three-way catalyst,N,,,N,No averaging
2020,BMW,BMX,BMW,230I XDRIVE CONVERTIBLE,VD42012,0,2.0,LBMXJ02.0B4X,Both,248,4.0,2.0-B46-F23X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,4250,2.81,24.8,1,Not eqipped,LBMX10057915,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0003589,0.0344133,214.1924082,0.0017204,,0.0,,41.2,MPG,,,,,3.636983,2.733821,-0.7566595,65.6,-0.447,0.02364,11.2,-0.06,0.02035,TWC,Three-way catalyst,N,,,N,No averaging
2020,BMW,BMX,BMW,230I XDRIVE CONVERTIBLE,VD42012,1,2.0,LBMXJ02.0B4X,Both,248,4.0,2.0-B46-F23X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,4250,2.81,24.8,1,Not eqipped,LBMX10057900,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0054115,0.2606075,345.8679594,0.0058469,,0.001375,0.0009282,25.5,MPG,23.647891,25.4299938,27.1228499,,2.546856,1.471205,-0.75633,65.6,-0.447,0.02364,11.2,-0.06,0.02035,TWC,Three-way catalyst,N,,,N,No averaging
2020,BMW,BMX,BMW,230I XDRIVE COUPE,VD49186,0,2.0,LBMXJ02.0B4X,Both,248,4.0,2.0-B46-F22X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,3875,2.81,24.8,1,Not eqipped,LBMX10057882,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0061146,0.2179659,315.3233514,0.0057666,,0.0013573,0.0010132,28.0,MPG,25.3736709,28.5592569,29.080032,,2.041116,1.496678,0.1933478,63.6,-0.453,0.02521,2.8,0.186,0.25208,TWC,Three-way catalyst,N,,,N,No averaging
2020,BMW,BMX,BMW,230I XDRIVE COUPE,VD49186,0,2.0,LBMXJ02.0B4X,Both,248,4.0,2.0-B46-F22X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,3875,2.81,24.8,1,Not eqipped,LBMX10057898,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0064702,0.4865419,314.0032169,0.0053772,,0.0017357,0.0011786,28.0,MPG,25.962814,28.3295484,29.2964326,,0.5782649,0.5618905,-0.5982714,63.6,-0.453,0.02521,2.8,0.186,0.25208,TWC,Three-way catalyst,N,,,N,No averaging
2020,BMW,BMX,BMW,230I XDRIVE COUPE,VD49186,0,2.0,LBMXJ02.0B4X,Both,248,4.0,2.0-B46-F22X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,3875,2.81,24.8,1,Not eqipped,LBMX10057899,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0001805,0.0223713,198.2269947,0.0021003,,0.0,,44.6,MPG,,,,,-0.6229534,-0.5684144,-0.0855409,63.6,-0.453,0.02521,2.8,0.186,0.25208,TWC,Three-way catalyst,N,,,N,No averaging
2020,BMW,BMX,BMW,230I XDRIVE COUPE,VD49186,1,2.0,LBMXJ02.0B4X,Both,248,4.0,2.0-B46-F22X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,3875,2.81,24.8,1,Not eqipped,LBMX10057627,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.0043197,0.3100879,333.4344428,0.0064144,,0.0015106,0.0009143,26.5,MPG,25.1531253,26.3194321,27.7179937,,1.151524,0.7124956,-0.7706585,63.6,-0.453,0.02521,2.8,0.186,0.25208,TWC,Three-way catalyst,N,,,N,No averaging
2020,BMW,BMX,BMW,330i,AE81240,0,2.0,KBMXJ02.0B4X,Both,255,4.0,B4620O1-G20-S,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,3875,2.81,24.0,1,Not eqipped,KBMX10056048,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.007918,0.138356,259.672,0.0064165,,0.0012277,0.0002054,34.0,MPG,32.3299,33.2749,37.1783,,-1.68717,-1.05492,-1.86629,41.6,-0.11,0.01855,15.6,0.217,0.01406,TWC,Three-way catalyst,N,,,N,No averaging
2020,BMW,BMX,BMW,330i,AE81240,0,2.0,KBMXJ02.0B4X,Both,255,4.0,B4620O1-G20-S,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,3875,2.81,24.0,1,Not eqipped,KBMX10056049,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.00069,0.01875,169.73,0.00335,,0.0,,52.1,MPG,,,,,-0.068,-0.177,-0.694,41.6,-0.11,0.01855,15.6,0.217,0.01406,TWC,Three-way catalyst,N,,,N,No averaging
2020,BMW,BMX,BMW,330i,AE81240,1,2.0,KBMXJ02.0B4X,Both,255,4.0,B4620O1-G20-S,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,3875,2.81,24.0,1,Not eqipped,KBMX10055991,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0001344,0.0091621,170.757,0.0034842,,0.0,,51.8,MPG,,,,,0.132789,-0.11168,-0.166169,41.5,-0.108,0.01958,15.6,0.235,0.01491,TWC,Three-way catalyst,N,,,N,No averaging
2020,BMW,BMX,BMW,330i,AE81240,1,2.0,KBMXJ02.0B4X,Both,255,4.0,B4620O1-G20-S,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,3875,2.81,24.0,1,Not eqipped,KBMX10056050,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.008094,0.158485,261.396,0.0058635,,0.001149,0.0009121,33.9,MPG,31.7534,33.521,36.3,,0.697242,0.6647,-1.17896,41.5,-0.108,0.01958,15.6,0.235,0.01491,TWC,Three-way catalyst,N,,,N,No averaging
2020,BMW,BMX,BMW,330i,AE81240,1,2.0,KBMXJ02.0B4X,Both,255,4.0,B4620O1-G20-S,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,3875,2.81,24.0,1,Not eqipped,KBMX10056052,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.008933,0.273618,265.0,0.010461,,0.001786,0.000725,33.4,MPG,31.8072,32.7725,35.9304,,0.98827,0.75675,-1.08544,41.5,-0.108,0.01958,15.6,0.235,0.01491,TWC,Three-way catalyst,N,,,N,No averaging
2020,BMW,BMX,BMW,330i,AE81240,2,2.0,KBMXJ02.0B4X,Both,255,4.0,B4620O1-G20-S,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,3875,2.81,24.0,1,Not eqipped,KBMX10055993,MFR,No,,,,,3,HWFE,61,Tier 2 Cert Gasoline,HWY,0.0002961,0.0088594,177.665,0.003457,,0.0,,49.7,MPG,,,,,-2.64886,-2.07591,-0.663117,51.4,-0.079,0.01925,22.5,0.231,0.01501,TWC,Three-way catalyst,N,,,N,No averaging
2020,BMW,BMX,BMW,330i,AE81240,2,2.0,KBMXJ02.0B4X,Both,255,4.0,B4620O1-G20-S,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,3875,2.81,24.0,1,Not eqipped,KBMX10056054,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.006204,0.133334,254.619,0.005753,,0.0009471,0.0004363,34.7,MPG,31.8836,34.5765,34.5765,,-1.91592,-1.24653,-1.28721,51.4,-0.079,0.01925,22.5,0.231,0.01501,TWC,Three-way catalyst,N,,,N,No averaging
2020,BMW,BMX,BMW,330i xDrive,AE82448,0,2.0,KBMXJ02.0B4X,Both,255,4.0,B4620O1-G20-X,SA,Semi-Automatic,8,Y,A,All Wheel Drive,2,Top gear ratio < 1,4000,2.81,24.0,1,Not eqipped,KBMX10056055,MFR,No,,,,,31,Federal fuel 3-day exhaust,61,Tier 2 Cert Gasoline,FTP,0.007104,0.161214,276.641,0.004519,,0.001476,0.000687,31.9,MPG,29.8249,31.613,34.41,,-2.01099,-1.14296,-2.36859,46.0,-0.141,0.01975,0.1,0.145,0.015,TWC,Three-way catalyst,N,,,N,No averaging
